label,1x1,1x2
4,35,13
7,60,75
0,2,15
7,7,68
9,14,55
6,19,80
1,56,80
2,7,83
0,88,71
0,5,43
5,40,35
2,46,95
5,46,31
9,35,55
3,38,43
1,56,76
4,22,63
8,86,96
2,73,67
5,4,95
9,40,97
1,85,76
3,17,38
1,41,15
9,92,53
7,95,30
1,7,41
0,1,30
1,40,12
1,31,64
8,83,79
4,38,18
5,29,47
3,38,91
8,9,68
7,28,12
0,16,11
7,28,12
5,69,0
2,28,79
3,37,32
9,22,75
6,34,89
9,25,26
6,16,54
1,0,33
7,34,95
1,0,61
7,30,36
9,49,60
2,4,83
8,75,31
1,1,54
2,84,22
7,3,6
2,98,7
8,52,39
2,80,36
7,88,99
7,57,88
6,11,64
8,75,1
4,11,70
5,48,47
6,20,16
8,47,29
5,1,31
3,17,70
1,93,72
9,38,79
7,31,98
7,48,81
9,39,61
3,53,4
