label,1x1,1x2
1,58,16
2,91,15
2,46,29
7,83,22
1,84,22
8,85,98
4,45,99
7,43,61
5,55,84
4,47,1
1,2,78
9,78,88
2,49,83
8,53,8
6,74,8
4,14,16
7,86,38
9,97,20
8,86,18
4,61,57
6,75,35
9,84,76
8,20,28
5,64,86
8,44,95
6,69,1
3,53,73
8,58,68
0,59,50
8,63,16
3,80,10
6,44,1
0,80,94
4,31,87
7,61,92
1,19,43
2,11,24
2,11,56
4,27,65
1,27,99
9,64,27
2,78,24
4,47,88
8,76,5
7,53,48
6,78,73
6,75,31
4,93,75
5,64,66
8,52,53
5,62,10
7,56,74
0,27,87
2,90,91
0,86,14
8,35,35
7,77,6
1,32,7
0,95,93
8,76,94
9,81,52
0,80,47
3,15,29
7,77,97
7,77,32
2,42,2
