label,1x1,1x2
4,60,43
5,62,40
9,59,23
2,80,63
0,3,22
5,23,8
1,3,27
4,36,20
8,50,7
0,52,9
9,91,14
1,86,14
2,13,78
2,55,91
0,79,72
3,76,80
7,73,50
7,51,30
1,70,34
4,92,97
7,39,56
7,14,88
8,21,67
9,93,15
3,99,3
9,67,17
5,45,53
3,72,4
6,26,58
0,5,45
1,33,92
3,26,64
4,31,92
3,80,64
9,33,99
4,25,10
7,55,91
8,6,81
8,17,87
6,75,88
4,17,62
6,25,9
9,1,43
4,68,89
4,73,71
7,0,72
5,72,36
1,20,13
1,73,51
4,15,59
3,79,27
9,86,94
8,75,15
0,82,25
7,36,84
9,60,55
1,21,57
6,65,76
1,93,65
0,81,28
2,4,85
1,47,99
6,40,2
4,22,59
5,91,0
0,93,6
1,81,24
9,94,42
6,41,8
2,42,10
9,70,44
9,44,44
1,60,52
8,40,20
7,91,31
3,56,4
7,7,60
5,97,4
1,42,24
7,22,17
7,86,40
7,50,12
6,4,83
6,70,71
3,79,91
2,30,45
6,33,13
5,75,7
4,9,6
7,54,70
6,56,13
0,9,58
1,13,75
2,48,93
2,94,20
6,40,48
0,28,43
9,20,45
9,18,78
