label,1x1,1x2
3,43,38
0,52,41
8,73,33
1,86,89
0,19,59
0,76,83
6,45,5
9,82,95
6,72,67
5,34,28
3,4,6
1,93,32
9,44,82
3,80,60
7,78,89
1,53,18
9,38,68
3,15,88
3,20,19
1,96,0
9,57,11
8,53,71
4,4,9
8,71,29
5,95,44
4,78,81
0,34,15
7,82,82
4,13,61
7,98,7
4,4,29
6,78,77
9,65,61
6,26,17
7,84,96
5,76,11
4,93,46
4,16,74
6,15,72
0,98,31
4,28,38
8,63,59
3,95,83
0,28,6
9,40,49
6,8,98
4,82,11
8,12,92
7,61,12
1,6,17
1,28,85
1,46,87
5,18,3
6,91,98
2,58,19
8,2,69
4,28,67
9,5,54
0,34,33
4,85,65
7,77,79
6,28,24
6,91,22
8,45,77
5,3,59
8,83,46
5,28,92
8,93,71
6,16,69
9,66,23
4,87,45
0,91,33
4,82,40
9,63,91
2,20,78
2,97,23
5,95,46
4,58,56
4,29,41
9,90,43
9,28,56
0,54,64
0,36,86
4,41,67
3,31,44
3,27,29
7,22,16
0,79,22
0,28,65
0,99,38
5,72,75
