label,1x1,1x2
0,24,32
7,64,3
5,55,35
7,45,64
0,69,80
4,43,46
5,88,10
7,9,32
4,60,13
1,55,81
3,25,12
4,69,67
2,62,36
1,95,80
1,93,44
6,49,66
3,53,48
9,14,32
3,38,93
2,20,23
5,95,55
8,63,13
5,74,38
2,79,26
1,83,15
7,24,84
5,0,50
2,12,8
5,75,1
0,54,34
9,45,78
3,10,8
2,58,47
2,13,69
4,27,98
6,67,43
8,8,23
4,66,45
6,43,1
2,76,17
6,87,8
1,88,16
5,78,31
3,40,30
2,50,52
8,23,22
6,7,63
8,23,30
9,81,4
2,93,12
0,30,54
2,91,3
0,47,55
4,68,44
7,68,15
7,19,40
9,38,51
3,13,61
1,20,31
3,1,18
7,10,76
2,15,25
5,93,26
9,50,96
6,40,73
4,43,20
3,34,42
2,65,41
2,68,6
0,79,62
1,50,53
1,51,3
9,87,88
7,39,88
3,14,25
6,92,74
3,47,3
9,79,71
3,99,5
8,48,63
9,69,56
3,7,71
1,97,84
0,48,95
5,67,26
4,52,65
9,30,99
4,34,47
8,70,37
1,40,51
9,62,49
