label,1x1,1x2
4,43,46
4,83,66
7,86,3
4,4,11
2,57,65
0,63,60
2,0,13
5,2,84
1,69,89
4,35,57
1,35,88
7,33,21
7,65,14
0,10,93
7,73,48
8,38,75
0,68,57
2,0,6
3,94,39
6,7,45
8,88,47
7,37,57
7,73,44
7,86,58
6,56,32
1,86,95
0,58,4
6,65,17
9,75,5
3,53,49
0,81,74
9,30,31
6,98,80
0,19,57
6,17,99
2,95,87
4,45,23
4,41,26
3,29,97
3,77,79
5,40,67
3,95,0
1,76,39
0,9,70
4,90,46
3,71,59
5,15,59
9,77,14
4,78,62
6,25,44
9,64,21
0,9,94
9,54,87
8,34,25
6,80,32
0,35,7
3,46,97
3,86,83
2,80,51
7,36,28
5,38,53
8,38,68
8,91,83
4,73,46
9,83,6
4,35,59
8,86,50
9,83,48
6,23,79
1,41,93
4,48,51
9,36,51
4,65,54
5,53,33
7,49,54
9,82,98
6,76,0
6,48,92
1,32,64
5,80,99
