1x0,1x1,1x2,1x3,1x4,1x5,1x6,1x7,1x8,1x9,1x10,1x11,1x12,1x13,1x14,1x15,1x16,1x17,1x18,1x19
5,94,97,41,2,14,99,47,68,70,91,14,74,32,25,40,55,32,80,93
66,57,68,57,3,53,32,71,54,75,30,48,5,61,72,95,58,60,36,62
98,60,71,62,60,37,41,92,71,71,78,39,75,65,64,58,67,50,48,37
74,34,81,14,60,47,65,8,87,70,80,32,41,6,37,96,92,76,37,68
91,46,68,52,63,12,10,60,17,17,58,91,87,32,89,91,68,66,96,83
90,66,15,46,81,64,15,73,73,40,66,81,37,32,47,38,21,73,90,20
45,18,12,14,51,31,89,86,4,15,34,56,55,61,78,96,25,76,57,24
48,4,79,53,24,40,41,31,17,60,23,50,68,96,86,28,57,40,43,16
64,79,70,43,52,30,57,21,56,65,62,75,28,4,30,38,61,80,63,5
83,48,10,49,19,30,87,19,20,32,59,17,13,1,54,49,13,0,69,67
83,53,52,5,47,45,26,46,85,74,17,44,80,91,44,87,70,5,43,48
56,59,23,75,46,5,59,9,9,15,96,52,69,31,33,22,13,28,91,92
16,8,61,69,44,54,68,23,78,54,14,86,46,84,4,75,25,7,90,86
35,96,15,50,82,45,7,41,94,88,52,97,92,49,52,89,25,36,80,16
