1x0,1x1,1x2,1x3,1x4,1x5,1x6,1x7,1x8,1x9,1x10,1x11,1x12,1x13,1x14,1x15,1x16,1x17,1x18,1x19
59,68,43,22,9,69,97,3,56,31,55,57,26,81,82,10,64,22,45,72
47,63,74,27,61,71,47,1,76,78,3,52,82,11,69,58,10,62,10,61
87,51,86,47,63,46,23,45,88,71,51,98,15,12,3,54,93,21,78,68
32,28,35,20,1,0,96,78,55,78,55,18,58,9,92,14,61,96,86,93
7,26,92,15,42,34,50,93,30,3,72,23,26,22,15,25,99,92,70,12
15,67,45,11,6,34,62,47,2,43,58,68,35,59,87,63,71,82,68,3
80,87,58,53,15,5,44,81,96,49,3,12,95,40,74,74,86,13,2,70
26,20,34,64,77,77,59,49,31,12,36,25,14,19,20,29,98,7,98,81
10,23,47,77,9,28,17,45,91,89,81,11,84,95,63,99,26,89,75,81
94,15,52,27,71,44,53,46,8,28,51,29,1,38,27,1,1,32,48,33
29,58,77,94,77,59,22,36,71,93,58,73,41,44,55,22,66,9,87,61
96,22,43,51,34,97,45,30,50,65,88,31,94,83,80,28,30,3,37,49
61,92,23,5,48,46,98,90,66,16,28,64,10,72,58,42,72,8,96,70
