label,1x1,1x2
5,33,27
6,58,34
1,74,83
9,4,35
6,65,7
8,36,24
0,89,83
6,39,23
4,99,65
0,16,80
8,14,44
5,20,57
9,59,37
3,14,26
5,89,92
9,22,74
7,89,28
5,50,47
3,76,51
6,79,28
6,38,63
7,75,97
9,75,9
4,50,15
6,23,88
8,76,79
7,50,72
2,29,97
4,66,58
7,15,48
7,16,80
4,93,98
1,78,14
9,26,27
6,77,9
8,81,94
3,31,66
7,18,25
2,42,19
2,71,79
5,64,9
7,54,27
0,7,43
5,15,52
7,66,47
4,32,90
7,82,45
4,90,85
6,0,39
5,14,70
5,38,25
8,71,80
5,53,64
8,56,50
1,21,77
0,92,51
5,59,59
4,25,41
1,44,62
5,88,39
5,59,78
1,78,30
4,79,7
3,64,76
5,79,50
7,80,76
7,36,12
4,14,74
2,78,11
3,5,58
4,22,36
4,98,47
3,13,86
6,5,91
6,68,2
8,75,64
6,23,70
3,44,36
2,90,68
1,50,66
2,1,90
5,84,73
8,45,81
6,90,16
1,87,87
0,77,75
5,44,33
8,60,99
1,89,86
5,47,19
0,11,76
