label,1x1,1x2
5,85,96
2,41,95
6,65,56
1,97,2
6,98,11
8,79,66
4,24,67
9,7,28
4,10,50
7,23,0
2,94,90
3,96,40
4,74,32
6,66,60
5,7,70
5,84,79
3,31,60
6,61,47
9,5,39
7,89,87
0,94,29
7,24,32
3,44,55
0,76,70
9,22,31
5,81,17
1,3,45
8,66,7
7,11,26
0,70,42
8,65,71
2,12,75
0,76,46
1,57,57
1,80,34
0,37,0
8,4,99
2,65,68
2,0,66
3,96,16
1,77,73
8,0,77
7,90,20
7,91,28
9,36,14
5,27,43
6,33,74
9,85,31
7,45,51
5,42,61
2,69,36
5,0,11
5,38,40
0,12,14
5,35,12
1,5,18
7,18,89
9,56,22
2,31,58
2,95,83
6,73,10
2,84,53
9,36,3
8,89,45
0,8,84
6,87,50
5,40,97
2,76,89
2,33,41
8,0,72
