label,1x1,1x2
4,8,0
0,11,75
1,28,89
6,7,86
2,49,37
8,84,47
8,54,69
9,98,80
9,11,18
1,87,54
3,60,10
1,46,76
4,62,8
7,1,78
5,65,87
0,45,82
1,98,53
4,47,61
6,70,25
2,53,56
9,16,49
2,64,30
2,57,65
4,83,16
8,66,68
6,32,97
4,20,98
7,38,23
3,36,50
9,83,61
7,1,39
4,42,33
7,38,2
3,32,4
9,50,46
9,71,18
3,60,46
9,95,97
6,64,94
8,80,68
1,54,68
4,45,78
7,49,80
3,82,46
9,64,49
3,66,91
1,52,34
3,46,70
0,53,35
4,66,13
5,88,10
4,84,90
7,80,19
5,50,98
5,97,72
2,18,40
4,34,16
2,6,61
8,65,27
6,45,5
6,28,35
6,99,84
2,54,3
0,61,7
0,0,28
4,74,47
1,66,98
7,59,60
5,8,67
7,12,12
3,72,0
1,94,77
5,60,80
2,19,75
8,38,91
1,21,5
6,26,15
8,70,11
5,47,5
1,14,94
4,36,99
2,95,15
4,56,76
9,60,37
5,59,85
0,81,37
9,53,90
3,34,55
6,98,39
5,11,60
4,61,27
0,96,14
9,69,37
2,33,67
