label,1x1,1x2
3,53,27
2,32,94
7,60,86
8,48,23
7,80,86
1,84,79
4,74,13
6,67,6
4,90,45
3,13,96
3,2,11
7,6,47
1,81,93
1,35,72
7,44,96
5,15,22
7,81,56
9,92,74
9,96,53
9,34,8
5,29,59
7,70,76
2,70,21
3,79,96
8,65,63
4,27,24
5,79,27
1,21,80
2,11,89
5,24,70
9,22,61
5,77,11
9,51,41
7,37,78
4,69,51
3,21,47
9,88,4
4,46,4
5,93,98
3,78,14
2,96,13
2,46,88
5,74,6
3,48,45
5,2,66
7,78,21
1,68,91
8,81,52
9,18,15
1,93,2
7,67,41
2,77,16
6,92,89
0,58,87
3,30,92
1,69,49
5,97,21
0,14,90
1,38,46
1,69,42
5,31,42
5,75,84
1,64,96
5,35,63
3,90,82
4,58,15
2,1,62
1,28,19
6,81,58
4,7,92
9,64,1
5,72,99
1,26,52
8,42,18
7,51,62
8,36,13
9,38,46
5,74,85
8,11,60
8,32,22
4,83,27
0,57,57
6,85,41
4,40,54
0,92,42
6,3,14
9,93,68
8,45,87
3,3,79
8,10,92
2,84,12
