1x0,1x1,1x2,1x3,1x4,1x5,1x6,1x7,1x8,1x9,1x10,1x11,1x12,1x13,1x14,1x15,1x16,1x17,1x18,1x19
24,33,46,56,33,59,18,96,74,68,4,35,93,96,42,38,71,21,23,7
79,65,22,69,99,76,80,27,92,74,92,47,3,78,40,38,70,83,38,37
69,15,99,66,61,27,42,4,42,2,23,70,68,83,20,14,47,73,80,92
82,53,25,76,97,93,86,3,13,6,44,44,22,58,30,1,89,50,33,36
65,57,89,56,94,34,8,45,73,97,97,46,32,98,81,3,22,29,24,92
85,49,4,8,57,53,12,33,42,52,6,82,41,18,62,74,22,25,57,10
20,76,48,78,5,2,32,26,81,27,52,25,49,34,10,83,46,25,99,51
97,61,29,35,15,73,71,73,83,73,65,34,47,35,23,32,49,96,51,80
55,89,83,50,5,6,57,95,30,62,34,17,92,2,16,50,13,46,17,51
4,65,60,11,11,98,69,79,10,79,27,50,73,14,51,13,8,96,78,67
99,82,17,82,78,31,25,57,20,48,25,99,84,6,48,20,65,37,10,46
83,49,98,43,22,78,75,69,93,19,38,88,53,27,8,2,57,31,45,18
90,99,2,46,19,18,11,45,9,16,5,79,13,26,41,55,64,75,52,85
28,59,98,51,20,85,23,91,92,79,77,87,91,55,73,82,83,65,54,88
72,23,92,80,41,29,68,33,13,52,86,44,2,66,45,53,75,69,56,97
55,17,27,29,6,2,74,95,27,32,8,62,73,18,56,15,4,50,45,24
46,59,21,36,34,94,24,55,75,14,15,20,5,81,76,42,33,28,2,69
61,89,20,4,45,83,11,33,29,92,4,61,83,20,39,49,77,35,28,70
95,63,82,16,85,87,40,62,90,58,96,56,99,5,18,84,74,50,28,6
