1x0,1x1,1x2,1x3,1x4,1x5,1x6,1x7,1x8,1x9,1x10,1x11,1x12,1x13,1x14,1x15,1x16,1x17,1x18,1x19
18,77,64,55,44,48,93,54,36,75,46,96,4,51,57,80,27,25,3,28
85,63,81,69,88,57,62,11,61,56,87,78,56,9,44,19,74,26,94,97
12,12,25,83,25,93,19,35,14,8,8,78,4,35,15,65,77,31,1,16
84,76,33,8,77,87,53,33,51,61,44,13,61,67,31,98,78,86,66,90
38,67,86,10,69,99,76,49,65,84,28,77,78,97,93,33,90,51,78,17
65,95,63,72,67,87,21,15,34,39,25,92,98,23,68,24,83,81,10,53
67,40,66,46,1,50,45,64,82,11,80,71,85,90,91,28,87,40,10,16
66,29,24,15,78,36,91,35,43,22,93,45,4,0,22,7,51,85,67,10
94,25,83,22,66,21,15,46,32,77,97,40,44,84,34,98,11,30,2,8
98,61,52,43,97,25,86,40,94,60,22,4,62,59,75,56,16,67,28,95
32,52,67,92,6,75,78,39,85,28,1,72,91,26,18,94,79,34,81,96
75,74,53,59,2,62,88,43,43,10,64,91,73,26,45,48,50,26,3,20
86,39,3,34,14,73,9,89,9,14,78,49,16,40,35,36,93,61,10,49
58,56,20,31,14,26,9,16,68,77,38,66,8,42,45,22,21,29,77,50
87,96,93,55,91,44,20,1,63,25,19,97,98,52,51,27,10,79,0,29
75,6,51,82,68,57,46,83,68,94,25,13,9,33,21,31,83,42,59,14
71,98,22,12,65,22,49,17,4,99,99,9,82,85,72,53,41,46,20,40
50,82,73,0,72,25,57,75,70,79,94,42,14,28,40,96,61,12,23,72
6,23,13,75,74,40,63,74,61,19,37,7,65,66,22,95,87,23,83,40
47,60,5,75,10,27,53,64,7,2,45,8,17,66,56,20,57,75,86,15
86,82,27,49,78,86,5,27,95,68,56,49,88,10,53,80,75,99,16,45
19,61,76,50,84,22,2,56,98,6,21,6,86,64,84,59,39,33,85,47
64,3,65,85,3,87,17,85,65,89,43,36,97,95,25,79,55,58,91,65
38,49,73,53,1,62,55,43,53,33,33,6,46,33,35,67,23,91,66,98
9,89,85,84,43,12,83,80,49,94,5,24,7,89,53,28,33,14,18,80
9,64,41,70,84,60,49,79,33,16,63,90,86,4,18,14,68,2,35,32
