Line 1 getShape : 47 20
Line 2 columns : 1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19Line 3 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
71 23 19 45 55 70 23 29 65 99 62 81 47 59 59 19 53 50 29 45
97 13 9 96 26 54 58 55 90 60 68 62 7 75 50 14 48 54 5 48
68 47 57 58 69 17 92 70 15 30 13 69 13 36 66 9 34 25 41 76
68 45 90 25 6 8 99 59 54 70 35 69 30 68 13 22 78 4 65 55
33 34 78 86 45 26 20 65 18 76 23 8 4 95 0 83 92 42 1 91
54 29 58 89 19 39 43 20 22 30 95 85 51 1 13 36 16 58 16 16
65 84 12 21 19 54 64 16 46 67 71 51 84 49 62 94 70 89 0 7
88 36 45 50 18 33 54 38 51 32 12 69 92 46 66 70 44 41 83 81
68 39 75 17 77 45 30 26 20 69 95 52 12 93 78 60 23 70 42 9
27 99 83 62 96 67 88 16 6 55 49 41 16 26 88 57 95 96 57 67
30 96 26 30 74 63 66 77 51 24 96 95 36 85 27 56 64 11 13 85
46 73 67 37 55 45 58 50 76 34 62 99 25 97 78 30 53 11 4 68
72 40 22 28 4 1 17 86 68 90 63 38 97 83 15 52 63 14 37 25
64 74 84 99 44 27 99 67 88 24 62 27 31 59 72 35 59 97 2 59
44 5 22 10 14 26 22 19 78 95 24 7 41 15 39 59 57 77 54 16
13 22 37 87 76 69 30 77 69 67 34 21 27 32 44 25 47 68 97 32
33 41 42 49 79 59 34 14 65 7 79 87 97 21 65 38 98 62 81 86
31 81 12 3 18 47 72 13 82 40 42 60 50 30 98 93 44 14 44 18
40 67 42 77 32 49 25 18 48 15 51 86 66 18 7 65 84 50 74 84
36 86 36 42 68 58 10 45 78 4 96 56 15 83 56 47 95 84 87 6
2 42 90 10 33 54 46 85 80 64 13 96 85 30 30 88 44 60 0 78
70 81 79 94 2 67 27 15 52 5 85 35 39 78 95 72 54 37 8 75
15 32 2 78 47 19 54 49 82 98 16 55 28 62 9 69 36 33 57 25
20 48 26 18 50 70 39 17 87 61 52 44 71 2 7 46 52 9 86 12
26 11 90 80 98 14 39 42 10 49 0 71 22 12 21 63 82 99 82 82
99 89 54 66 4 96 43 44 1 68 94 8 18 95 34 67 18 34 90 26
40 24 88 94 55 70 51 72 48 70 41 65 1 0 82 95 18 38 16 58
69 16 48 52 45 68 51 73 33 19 82 86 60 37 7 32 72 3 43 27
41 39 61 55 90 37 5 47 33 79 41 63 28 18 59 61 4 53 78 71
20 66 26 94 90 3 37 40 69 86 55 93 35 40 11 13 72 29 18 60
80 82 15 62 7 65 62 18 95 52 19 97 27 93 47 41 49 10 37 96
69 64 31 2 30 97 58 19 25 14 31 62 43 13 36 56 71 19 43 45
19 52 67 47 16 20 23 33 51 46 68 58 55 63 84 87 80 92 13 49
15 59 43 25 38 61 4 71 78 75 19 12 72 57 93 21 15 30 30 44
74 94 39 38 8 36 58 52 69 18 90 0 57 76 9 61 62 84 65 98
67 11 28 42 15 26 63 53 21 48 25 30 24 1 57 16 70 13 53 28
44 6 3 57 78 68 92 82 92 40 65 15 60 88 99 77 77 1 3 2
46 92 46 35 61 9 9 81 58 4 9 43 6 42 45 67 74 60 27 19
62 97 24 7 74 65 7 1 37 76 23 40 61 71 69 17 31 57 66 53
12 38 26 61 44 43 15 51 93 4 68 33 66 40 84 18 92 81 76 85
10 1 28 19 76 54 16 53 50 42 22 54 40 14 68 87 8 4 24 14
93 26 5 50 40 44 89 65 15 3 90 98 18 41 26 44 96 58 51 87
44 92 83 8 21 9 58 45 71 4 63 7 35 29 61 31 77 38 29 34
64 73 5 57 95 29 34 51 34 53 76 88 77 12 11 51 30 61 39 79
31 90 18 9 91 90 53 29 70 82 80 64 39 27 60 92 60 3 53 43
53 12 38 18 36 77 65 63 16 1 75 9 12 10 12 47 13 93 95 80
66 33 10 19 98 29 4 39 64 46 21 31 47 82 53 46 85 4 46 28Line 4 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
71 23 19 45 55 70 23 29 65 99 62 81 47 59 59 19 53 50 29 45
97 13 9 96 26 54 58 55 90 60 68 62 7 75 50 14 48 54 5 48
68 47 57 58 69 17 92 70 15 30 13 69 13 36 66 9 34 25 41 76
68 45 90 25 6 8 99 59 54 70 35 69 30 68 13 22 78 4 65 55
33 34 78 86 45 26 20 65 18 76 23 8 4 95 0 83 92 42 1 91
54 29 58 89 19 39 43 20 22 30 95 85 51 1 13 36 16 58 16 16
65 84 12 21 19 54 64 16 46 67 71 51 84 49 62 94 70 89 0 7
88 36 45 50 18 33 54 38 51 32 12 69 92 46 66 70 44 41 83 81
68 39 75 17 77 45 30 26 20 69 95 52 12 93 78 60 23 70 42 9
27 99 83 62 96 67 88 16 6 55 49 41 16 26 88 57 95 96 57 67
30 96 26 30 74 63 66 77 51 24 96 95 36 85 27 56 64 11 13 85
46 73 67 37 55 45 58 50 76 34 62 99 25 97 78 30 53 11 4 68
72 40 22 28 4 1 17 86 68 90 63 38 97 83 15 52 63 14 37 25
64 74 84 99 44 27 99 67 88 24 62 27 31 59 72 35 59 97 2 59
44 5 22 10 14 26 22 19 78 95 24 7 41 15 39 59 57 77 54 16
13 22 37 87 76 69 30 77 69 67 34 21 27 32 44 25 47 68 97 32
33 41 42 49 79 59 34 14 65 7 79 87 97 21 65 38 98 62 81 86
31 81 12 3 18 47 72 13 82 40 42 60 50 30 98 93 44 14 44 18
40 67 42 77 32 49 25 18 48 15 51 86 66 18 7 65 84 50 74 84
36 86 36 42 68 58 10 45 78 4 96 56 15 83 56 47 95 84 87 6
2 42 90 10 33 54 46 85 80 64 13 96 85 30 30 88 44 60 0 78
70 81 79 94 2 67 27 15 52 5 85 35 39 78 95 72 54 37 8 75
15 32 2 78 47 19 54 49 82 98 16 55 28 62 9 69 36 33 57 25
20 48 26 18 50 70 39 17 87 61 52 44 71 2 7 46 52 9 86 12
26 11 90 80 98 14 39 42 10 49 0 71 22 12 21 63 82 99 82 82
99 89 54 66 4 96 43 44 1 68 94 8 18 95 34 67 18 34 90 26
40 24 88 94 55 70 51 72 48 70 41 65 1 0 82 95 18 38 16 58
69 16 48 52 45 68 51 73 33 19 82 86 60 37 7 32 72 3 43 27
41 39 61 55 90 37 5 47 33 79 41 63 28 18 59 61 4 53 78 71
20 66 26 94 90 3 37 40 69 86 55 93 35 40 11 13 72 29 18 60
80 82 15 62 7 65 62 18 95 52 19 97 27 93 47 41 49 10 37 96
69 64 31 2 30 97 58 19 25 14 31 62 43 13 36 56 71 19 43 45
19 52 67 47 16 20 23 33 51 46 68 58 55 63 84 87 80 92 13 49
15 59 43 25 38 61 4 71 78 75 19 12 72 57 93 21 15 30 30 44
74 94 39 38 8 36 58 52 69 18 90 0 57 76 9 61 62 84 65 98
67 11 28 42 15 26 63 53 21 48 25 30 24 1 57 16 70 13 53 28
44 6 3 57 78 68 92 82 92 40 65 15 60 88 99 77 77 1 3 2
46 92 46 35 61 9 9 81 58 4 9 43 6 42 45 67 74 60 27 19
62 97 24 7 74 65 7 1 37 76 23 40 61 71 69 17 31 57 66 53
12 38 26 61 44 43 15 51 93 4 68 33 66 40 84 18 92 81 76 85
10 1 28 19 76 54 16 53 50 42 22 54 40 14 68 87 8 4 24 14
93 26 5 50 40 44 89 65 15 3 90 98 18 41 26 44 96 58 51 87
44 92 83 8 21 9 58 45 71 4 63 7 35 29 61 31 77 38 29 34
64 73 5 57 95 29 34 51 34 53 76 88 77 12 11 51 30 61 39 79
31 90 18 9 91 90 53 29 70 82 80 64 39 27 60 92 60 3 53 43
53 12 38 18 36 77 65 63 16 1 75 9 12 10 12 47 13 93 95 80
66 33 10 19 98 29 4 39 64 46 21 31 47 82 53 46 85 4 46 28Line 5 extract 39 84 40 46
Line 6 columns : 1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19Line 7 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
71 23 19 45 55 70 23 29 65 99 62 81 47 59 59 19 53 50 29 45
97 13 9 96 26 54 58 55 90 60 68 62 7 75 50 14 48 54 5 48
68 47 57 58 69 17 92 70 15 30 13 69 13 36 66 9 34 25 41 76
68 45 90 25 6 8 99 59 54 70 35 69 30 68 13 22 78 4 65 55
33 34 78 86 45 26 20 65 18 76 23 8 4 95 0 83 92 42 1 91
54 29 58 89 19 39 43 20 22 30 95 85 51 1 13 36 16 58 16 16
65 84 12 21 19 54 64 16 46 67 71 51 84 49 62 94 70 89 0 7
88 36 45 50 18 33 54 38 51 32 12 69 92 46 66 70 44 41 83 81
68 39 75 17 77 45 30 26 20 69 95 52 12 93 78 60 23 70 42 9
27 99 83 62 96 67 88 16 6 55 49 41 16 26 88 57 95 96 57 67
