Line 1 getShape : 35 20
Line 2 columns : 1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19Line 3 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
48 10 19 56 87 7 39 92 71 62 74 54 11 73 35 68 60 52 59 71
97 62 4 86 77 7 49 72 0 6 46 46 90 16 11 19 93 3 31 83
70 25 43 62 23 37 30 22 49 33 38 73 42 30 73 78 40 78 43 62
36 43 24 4 3 68 48 4 66 42 87 22 79 36 89 48 43 64 45 81
5 20 87 78 14 94 71 71 33 79 27 22 53 27 30 48 38 30 3 78
13 86 7 22 6 61 85 8 70 8 24 30 39 46 8 58 96 89 29 37
95 30 52 13 97 95 58 44 15 33 69 15 28 76 66 44 51 27 26 25
2 71 6 93 55 56 14 89 15 32 12 89 49 56 30 32 59 41 8 82
48 9 26 96 50 32 89 81 49 17 42 21 19 62 75 3 96 77 99 61
2 4 39 83 33 69 65 71 53 42 5 8 11 52 31 50 42 76 59 85
54 30 72 23 43 36 86 28 18 59 23 65 96 31 54 96 91 56 74 35
10 87 12 71 16 24 85 25 72 50 67 90 83 80 30 80 52 33 19 61
15 71 74 71 96 10 82 7 34 40 69 37 96 49 97 41 94 5 77 20
50 42 56 1 95 74 39 56 89 74 34 11 74 97 96 8 65 43 18 32
18 27 83 58 23 31 71 7 24 36 52 38 3 73 71 0 91 52 44 22
93 49 7 0 67 94 99 78 77 11 69 49 97 20 13 16 66 64 5 28
1 27 57 65 81 90 30 59 7 81 58 96 65 78 21 47 59 16 35 1
54 12 73 38 96 79 75 30 89 98 60 4 20 22 39 15 32 18 99 62
32 88 1 37 3 46 83 88 67 14 97 12 31 78 64 82 88 35 77 90
29 97 8 84 61 16 90 66 17 22 5 50 29 5 60 48 27 91 2 75
5 32 36 29 85 23 5 68 48 81 56 14 71 77 54 46 84 94 3 39
46 30 4 91 30 83 54 16 18 37 77 25 31 37 9 34 39 55 85 26
59 58 98 90 37 0 29 92 1 43 55 59 28 36 50 80 3 98 64 48
61 73 62 97 35 1 39 41 87 96 81 92 49 12 32 45 46 97 45 58
89 56 3 53 94 72 30 72 0 59 36 82 27 59 79 41 79 85 70 70
69 84 91 82 2 9 51 81 5 26 53 16 43 70 50 15 0 34 44 31
26 81 52 32 69 85 93 70 46 44 7 10 56 15 85 40 9 63 96 86
42 18 94 96 5 22 39 16 69 32 60 69 69 37 91 31 81 23 46 89
61 41 59 51 5 37 79 43 76 31 57 14 37 27 18 20 57 21 68 43
37 47 30 38 16 47 79 79 61 70 72 77 36 52 14 32 14 75 48 86
67 80 61 72 29 51 8 11 81 58 11 24 92 56 10 64 35 46 80 38
65 31 83 21 48 18 34 32 77 13 62 3 97 49 40 31 93 90 60 9
86 78 40 6 91 4 14 19 99 26 15 56 23 51 54 14 55 70 25 37
93 95 24 92 64 2 54 49 90 31 25 82 25 32 67 86 88 77 78 89
23 52 91 45 66 60 62 95 16 48 47 32 34 16 66 72 70 94 37 90Line 4 printHead -1 34
Line 5 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
48 10 19 56 87 7 39 92 71 62 74 54 11 73 35 68 60 52 59 71
97 62 4 86 77 7 49 72 0 6 46 46 90 16 11 19 93 3 31 83
70 25 43 62 23 37 30 22 49 33 38 73 42 30 73 78 40 78 43 62
36 43 24 4 3 68 48 4 66 42 87 22 79 36 89 48 43 64 45 81
