Line 1 getShape : 39 20
Line 2 columns : 1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19Line 3 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
75 93 29 19 16 77 80 4 28 59 80 99 37 69 11 57 14 56 44 65
98 60 20 33 22 36 63 72 57 96 31 96 48 19 64 3 39 46 62 49
44 75 52 91 91 75 55 91 16 51 41 72 63 40 30 68 45 72 9 82
52 88 82 77 70 74 17 45 80 78 55 5 37 93 71 23 80 74 61 91
5 31 24 60 15 74 86 81 95 17 37 8 43 57 75 29 51 52 29 45
75 76 10 31 61 26 19 25 76 32 93 33 19 85 36 45 76 58 98 25
81 72 20 62 73 30 19 4 43 24 61 98 64 39 12 40 38 10 79 60
98 96 12 97 35 36 85 15 98 65 75 66 61 36 57 80 12 8 35 92
44 49 29 34 13 79 25 87 61 23 73 98 77 46 37 12 27 63 50 47
23 59 23 9 39 18 45 23 25 46 12 53 60 54 38 48 10 61 92 46
13 72 21 37 45 49 63 38 54 70 50 29 43 11 94 49 73 97 31 10
25 69 52 30 75 76 84 87 17 28 21 27 87 41 52 99 67 39 79 8
6 24 61 25 50 8 97 18 96 18 30 58 61 21 18 84 75 62 22 80
51 86 50 71 63 5 26 68 44 3 7 91 41 57 62 78 31 2 23 83
34 6 43 20 56 38 99 58 3 82 59 58 15 86 11 77 62 62 7 78
63 75 75 15 32 95 68 49 16 26 66 12 45 61 72 67 72 74 96 68
95 22 45 58 26 44 77 77 58 58 81 71 60 34 31 59 25 69 50 89
82 66 76 95 23 43 74 83 0 57 45 11 44 85 53 75 80 7 13 38
90 51 10 73 28 45 53 58 35 52 76 78 97 94 61 77 42 64 77 76
55 33 39 17 45 18 48 42 2 7 14 47 33 68 34 21 86 46 92 29
85 8 89 36 55 94 1 82 7 40 39 64 93 41 91 37 97 47 60 60
33 78 62 51 50 6 82 98 88 12 90 39 18 68 60 95 74 51 19 36
54 18 1 92 23 54 45 4 75 15 51 75 80 63 90 61 83 88 1 51
58 97 37 41 35 53 50 28 75 46 90 97 44 5 38 41 67 59 0 60
82 11 8 2 60 8 8 35 78 4 89 10 56 18 10 14 83 35 44 19
89 26 7 94 48 56 44 1 49 86 77 23 64 56 29 88 36 68 22 27
28 81 20 8 16 24 38 44 74 49 31 7 98 1 54 33 20 10 61 67
14 45 10 31 1 85 30 32 78 40 63 12 39 4 1 89 20 12 0 1
